,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Mctp2.2,1.32E-06,0.738924786,0.174,0.117,0.043696268,Teffstem,Mctp2
Slc38a2.4,1.91E-22,0.737825445,0.592,0.442,6.34E-18,Teffstem,Slc38a2
Sbno2.4,3.39E-09,0.734447015,0.161,0.094,0.000112209,Teffstem,Sbno2
Hopx.4,1.73E-14,0.733650964,0.432,0.31,5.74E-10,Teffstem,Hopx
Ssh2.5,6.92E-27,0.732071104,0.584,0.401,2.29E-22,Teffstem,Ssh2
Atp8b4.5,2.68E-12,0.719082942,0.406,0.296,8.87E-08,Teffstem,Atp8b4
Plaat3.5,2.19E-07,0.716289093,0.265,0.197,0.007263287,Teffstem,Plaat3
Lncpint.4,3.99E-09,0.715950488,0.193,0.118,0.000132254,Teffstem,Lncpint
Nop53.4,3.74E-35,0.708457832,0.669,0.45,1.24E-30,Teffstem,Nop53
Phf21a.4,1.49E-12,0.704733892,0.251,0.152,4.93E-08,Teffstem,Phf21a
Irf2.4,3.63E-27,0.70385593,0.648,0.476,1.20E-22,Teffstem,Irf2
Nsg2.5,3.06E-30,0.702956095,0.621,0.406,1.01E-25,Teffstem,Nsg2
Ddx24.2,1.06E-41,0.699959139,0.83,0.685,3.53E-37,Teffstem,Ddx24
Inpp1.3,3.10E-14,0.699260209,0.401,0.279,1.03E-09,Teffstem,Inpp1
St8sia4.3,3.09E-10,0.697178816,0.278,0.187,1.03E-05,Teffstem,St8sia4
Tmem131l.5,1.49E-11,0.695343615,0.262,0.164,4.94E-07,Teffstem,Tmem131l
Cep350.5,1.20E-11,0.693735825,0.333,0.229,3.97E-07,Teffstem,Cep350
Hsd17b11.5,6.68E-07,0.690523165,0.143,0.088,0.022143765,Teffstem,Hsd17b11
Pecam1.4,3.14E-16,0.686995855,0.356,0.223,1.04E-11,Teffstem,Pecam1
Rbm43.3,2.46E-07,0.686301981,0.205,0.14,0.008137813,Teffstem,Rbm43
Tnfsf8.4,2.67E-19,0.686052968,0.314,0.181,8.85E-15,Teffstem,Tnfsf8
Cop1.4,8.16E-07,0.68397832,0.184,0.124,0.027049662,Teffstem,Cop1
Gm11808.4,4.61E-16,0.682232197,0.555,0.474,1.53E-11,Teffstem,Gm11808
H2-Q6.5,2.52E-36,0.679045961,0.795,0.632,8.36E-32,Teffstem,H2-Q6
Notch1.1,3.13E-11,0.676570834,0.359,0.257,1.04E-06,Teffstem,Notch1
Pmepa1.3,3.94E-07,0.675264575,0.196,0.131,0.013040156,Teffstem,Pmepa1
Tlr1.5,5.14E-08,0.673295625,0.135,0.078,0.0017026,Teffstem,Tlr1
Chmp4b.5,2.12E-36,0.672768937,0.859,0.748,7.02E-32,Teffstem,Chmp4b
Rnf19b.2,1.43E-06,0.666204558,0.131,0.081,0.047286395,Teffstem,Rnf19b
Fnbp4.3,1.39E-11,0.665546947,0.395,0.287,4.61E-07,Teffstem,Fnbp4
Nsd3.5,2.05E-25,0.657082406,0.62,0.428,6.79E-21,Teffstem,Nsd3
Bcl11b.4,6.39E-23,0.655762435,0.644,0.496,2.12E-18,Teffstem,Bcl11b
Trbc2.4,1.34E-40,0.655130336,0.817,0.584,4.43E-36,Teffstem,Trbc2
Clk1.5,3.33E-24,0.651822771,0.687,0.547,1.10E-19,Teffstem,Clk1
Rabepk.4,1.28E-07,0.649536128,0.278,0.205,0.004248346,Teffstem,Rabepk
Itpkb.5,3.59E-15,0.648823465,0.523,0.396,1.19E-10,Teffstem,Itpkb
Cebpb.4,1.04E-10,0.645946414,0.327,0.232,3.45E-06,Teffstem,Cebpb
Camk2d.3,7.83E-13,0.644907408,0.471,0.36,2.59E-08,Teffstem,Camk2d
Zkscan3.4,6.92E-08,0.639451676,0.228,0.154,0.002292421,Teffstem,Zkscan3
Hivep2.3,7.73E-09,0.637629628,0.258,0.178,0.000256059,Teffstem,Hivep2
Ppp4r3b.5,5.54E-15,0.636474278,0.415,0.281,1.84E-10,Teffstem,Ppp4r3b
Utrn.4,3.10E-18,0.633704589,0.617,0.462,1.03E-13,Teffstem,Utrn
Mbnl1.5,1.94E-51,0.631597957,0.937,0.864,6.44E-47,Teffstem,Mbnl1
Rapgef6.5,3.23E-39,0.629657446,0.817,0.64,1.07E-34,Teffstem,Rapgef6
Ski.3,2.26E-07,0.627020956,0.19,0.124,0.007497518,Teffstem,Ski
Xrn1.2,6.21E-12,0.616359171,0.363,0.253,2.06E-07,Teffstem,Xrn1
Ssbp2.5,6.40E-10,0.615880556,0.305,0.209,2.12E-05,Teffstem,Ssbp2
Rpl23a.3,2.83E-42,0.615591865,0.914,0.837,9.38E-38,Teffstem,Rpl23a
Tspo.5,2.27E-50,0.612497284,0.952,0.858,7.54E-46,Teffstem,Tspo
Prrc2c.4,2.10E-33,0.612196049,0.866,0.741,6.96E-29,Teffstem,Prrc2c
Lax1.4,2.13E-13,0.610667261,0.392,0.275,7.07E-09,Teffstem,Lax1
Sntb2.4,6.86E-11,0.609531286,0.264,0.169,2.27E-06,Teffstem,Sntb2
Keap1.3,9.19E-11,0.605430451,0.414,0.311,3.05E-06,Teffstem,Keap1
Dock2.5,9.22E-29,0.60252465,0.751,0.577,3.06E-24,Teffstem,Dock2
Rnf123.4,1.74E-07,0.600794277,0.232,0.161,0.005753836,Teffstem,Rnf123
Btbd7.5,3.01E-07,0.599918496,0.2,0.132,0.009986502,Teffstem,Btbd7
Fam117a.5,1.89E-09,0.598900626,0.271,0.182,6.25E-05,Teffstem,Fam117a
Erbin.5,3.44E-11,0.598827547,0.298,0.196,1.14E-06,Teffstem,Erbin
Grina.4,2.33E-10,0.598532053,0.398,0.292,7.71E-06,Teffstem,Grina
Abhd2.2,1.52E-07,0.598429529,0.241,0.169,0.005039162,Teffstem,Abhd2
Kbtbd11.5,2.07E-16,0.596853766,0.419,0.277,6.85E-12,Teffstem,Kbtbd11
Arid5a.3,1.13E-11,0.596768321,0.399,0.295,3.75E-07,Teffstem,Arid5a
Mbnl2.4,1.20E-09,0.594209418,0.35,0.255,3.97E-05,Teffstem,Mbnl2
Tcf12.5,4.34E-11,0.594116037,0.383,0.28,1.44E-06,Teffstem,Tcf12
Tespa1.5,9.30E-17,0.593749562,0.493,0.348,3.08E-12,Teffstem,Tespa1
Evl.5,9.70E-36,0.591860657,0.831,0.653,3.22E-31,Teffstem,Evl
Itpr2.5,3.18E-11,0.586516883,0.378,0.266,1.06E-06,Teffstem,Itpr2
Gpr18.4,2.69E-12,0.585995902,0.411,0.291,8.90E-08,Teffstem,Gpr18
Gatd1.5,1.41E-10,0.584496985,0.334,0.229,4.66E-06,Teffstem,Gatd1
Hcst.5,1.04E-44,0.583266327,0.931,0.838,3.45E-40,Teffstem,Hcst
Ppp1r12a.5,4.17E-17,0.582974266,0.646,0.528,1.38E-12,Teffstem,Ppp1r12a
Ube2q1.4,4.60E-11,0.582754657,0.451,0.351,1.53E-06,Teffstem,Ube2q1
Tdrp.5,3.45E-13,0.58230031,0.343,0.222,1.14E-08,Teffstem,Tdrp
Atad2b.5,2.78E-08,0.579909129,0.277,0.194,0.000920322,Teffstem,Atad2b
Pim2.5,9.47E-11,0.579640275,0.398,0.289,3.14E-06,Teffstem,Pim2
Cwf19l2.4,1.50E-07,0.576893844,0.21,0.14,0.004980693,Teffstem,Cwf19l2
Ctse.5,6.27E-09,0.574037547,0.274,0.186,0.000207845,Teffstem,Ctse
Pam16.5,1.99E-08,0.573471362,0.281,0.197,0.000659182,Teffstem,Pam16
Plgrkt.5,1.24E-18,0.570744933,0.633,0.501,4.11E-14,Teffstem,Plgrkt
Rps27.5,7.08E-36,0.570296272,0.885,0.723,2.34E-31,Teffstem,Rps27
Mia2.5,4.29E-12,0.56616968,0.389,0.273,1.42E-07,Teffstem,Mia2
Btg1.4,6.51E-52,0.56368535,0.97,0.921,2.16E-47,Teffstem,Btg1
Zbtb20.5,4.74E-09,0.559907313,0.295,0.203,0.000156942,Teffstem,Zbtb20
Zfp36.4,8.86E-22,0.557020651,0.697,0.529,2.93E-17,Teffstem,Zfp36
Rps12.4,1.70E-40,0.555876507,0.859,0.666,5.62E-36,Teffstem,Rps12
Ipcef1.3,3.33E-16,0.555806925,0.512,0.366,1.10E-11,Teffstem,Ipcef1
Fam53b.5,3.07E-10,0.555681655,0.362,0.263,1.02E-05,Teffstem,Fam53b
Hdhd5.4,9.46E-07,0.553847735,0.209,0.143,0.031348273,Teffstem,Hdhd5
Gtpbp2.5,4.76E-10,0.549888296,0.432,0.333,1.58E-05,Teffstem,Gtpbp2
Zfp292.5,1.19E-15,0.549610438,0.572,0.446,3.93E-11,Teffstem,Zfp292
Hipk1.4,4.88E-09,0.549111421,0.372,0.275,0.000161564,Teffstem,Hipk1
Smad7.3,2.78E-14,0.548000929,0.575,0.455,9.21E-10,Teffstem,Smad7
Nub1.4,8.15E-10,0.547637712,0.388,0.292,2.70E-05,Teffstem,Nub1
Neat1.4,1.36E-07,0.546729781,0.291,0.213,0.004495824,Teffstem,Neat1
Arfgef1.3,1.12E-06,0.543080746,0.261,0.19,0.037008702,Teffstem,Arfgef1
Cd47.3,9.54E-46,0.540251583,0.955,0.881,3.16E-41,Teffstem,Cd47
Prkcq.5,1.09E-16,0.537638928,0.65,0.529,3.62E-12,Teffstem,Prkcq
Prdm2.5,3.64E-08,0.537157816,0.239,0.161,0.001204842,Teffstem,Prdm2
Kat6a.5,9.23E-08,0.536046476,0.304,0.221,0.003056905,Teffstem,Kat6a
Dapp1.2,8.61E-07,0.535574314,0.254,0.183,0.028543017,Teffstem,Dapp1
Id3.5,7.35E-15,0.535418253,0.467,0.326,2.44E-10,Teffstem,Id3
Gm8369.4,8.92E-31,0.534707853,0.846,0.706,2.96E-26,Teffstem,Gm8369
Rack1.5,3.12E-39,0.534191294,0.849,0.632,1.03E-34,Teffstem,Rack1
Tap2.4,4.69E-18,0.534145072,0.725,0.598,1.55E-13,Teffstem,Tap2
Gm12216.5,4.07E-07,0.533150148,0.226,0.153,0.013471391,Teffstem,Gm12216
AI837181.4,1.94E-08,0.532268513,0.304,0.218,0.000642279,Teffstem,AI837181
Mycbp2.5,6.42E-17,0.531086847,0.683,0.559,2.13E-12,Teffstem,Mycbp2
Smim27.4,1.21E-08,0.530718184,0.29,0.203,0.000400282,Teffstem,Smim27
Dapl1.4,1.48E-25,0.530389299,0.677,0.47,4.91E-21,Teffstem,Dapl1
Cyth1.4,1.22E-12,0.526831751,0.464,0.337,4.05E-08,Teffstem,Cyth1
Cdkn1b.4,1.31E-11,0.525066716,0.458,0.345,4.35E-07,Teffstem,Cdkn1b
Irf1.4,2.53E-16,0.524820403,0.682,0.553,8.38E-12,Teffstem,Irf1
Map2k1.3,1.34E-06,0.5232776,0.357,0.284,0.044505575,Teffstem,Map2k1
Crbn.4,3.07E-08,0.519984819,0.388,0.305,0.001017175,Teffstem,Crbn
Smpdl3a.5,1.29E-13,0.518494828,0.572,0.442,4.26E-09,Teffstem,Smpdl3a
Gramd3.5,2.35E-18,0.518319633,0.677,0.539,7.80E-14,Teffstem,Gramd3
Tnfaip3.5,2.78E-10,0.517317018,0.617,0.529,9.21E-06,Teffstem,Tnfaip3
Ly9.4,1.16E-12,0.516797184,0.468,0.348,3.84E-08,Teffstem,Ly9
Tle4.5,1.11E-09,0.514213176,0.359,0.257,3.67E-05,Teffstem,Tle4
Atp11b.5,2.60E-14,0.513498946,0.607,0.484,8.61E-10,Teffstem,Atp11b
Socs3.5,1.22E-08,0.513199125,0.304,0.213,0.000404095,Teffstem,Socs3
Sla.5,1.88E-12,0.51133475,0.535,0.415,6.24E-08,Teffstem,Sla
Ppp1r15a.4,1.94E-15,0.510550603,0.671,0.545,6.43E-11,Teffstem,Ppp1r15a
Zfp36l1.3,7.72E-20,0.506623107,0.749,0.591,2.56E-15,Teffstem,Zfp36l1
Ttc39b.5,1.01E-06,0.503667847,0.379,0.304,0.033618238,Teffstem,Ttc39b
Apobec3.4,1.32E-24,0.502981881,0.84,0.722,4.37E-20,Teffstem,Apobec3
Fos.4,4.20E-20,0.502958545,0.682,0.522,1.39E-15,Teffstem,Fos
Cops9.5,9.67E-21,0.502231489,0.622,0.426,3.21E-16,Teffstem,Cops9
Rps28.5,3.89E-27,0.499517182,0.918,0.905,1.29E-22,Teffstem,Rps28
Rnaset2a.4,1.68E-21,0.498155769,0.633,0.461,5.58E-17,Teffstem,Rnaset2a
Xrn2.5,3.52E-21,0.497289484,0.777,0.658,1.16E-16,Teffstem,Xrn2
Klhl24.5,2.62E-08,0.49597009,0.288,0.2,0.00086829,Teffstem,Klhl24
Il10rb.3,3.83E-07,0.495698118,0.395,0.317,0.012680293,Teffstem,Il10rb
Fam102a.5,4.94E-10,0.494743172,0.37,0.264,1.64E-05,Teffstem,Fam102a
Dusp2.5,2.93E-22,0.49364699,0.847,0.744,9.70E-18,Teffstem,Dusp2
Rps29.5,4.96E-27,0.49218102,0.977,0.978,1.64E-22,Teffstem,Rps29
Max.2,2.78E-09,0.491000731,0.55,0.471,9.21E-05,Teffstem,Max
Mgst2.4,1.52E-10,0.490745812,0.457,0.344,5.03E-06,Teffstem,Mgst2
Esyt2.4,8.98E-10,0.490635782,0.416,0.312,2.98E-05,Teffstem,Esyt2
Hsd11b1.4,5.24E-14,0.488416451,0.519,0.379,1.74E-09,Teffstem,Hsd11b1
Tnrc6b.5,2.66E-10,0.488409306,0.478,0.375,8.81E-06,Teffstem,Tnrc6b
Runx3.4,2.15E-09,0.487064348,0.575,0.496,7.13E-05,Teffstem,Runx3
Rassf2.5,2.89E-09,0.486880741,0.333,0.234,9.57E-05,Teffstem,Rassf2
mt-Nd2.4,1.56E-10,0.48664107,0.954,0.964,5.18E-06,Teffstem,mt-Nd2
Ighm.5,4.62E-17,0.484808566,0.61,0.441,1.53E-12,Teffstem,Ighm
Tcp11l2.5,1.12E-10,0.4804171,0.399,0.283,3.70E-06,Teffstem,Tcp11l2
mt-Nd4.5,1.03E-13,0.48019869,0.968,0.969,3.42E-09,Teffstem,mt-Nd4
Mindy2.4,8.83E-07,0.480103069,0.259,0.185,0.02927442,Teffstem,Mindy2
Paxx.5,3.05E-07,0.479371775,0.258,0.18,0.010095382,Teffstem,Paxx
Itgb1.4,7.29E-07,0.475950023,0.52,0.45,0.024156118,Teffstem,Itgb1
Txk.5,3.10E-07,0.475773534,0.519,0.443,0.010277037,Teffstem,Txk
Junb.5,1.04E-27,0.474332913,0.95,0.905,3.45E-23,Teffstem,Junb
Tcof1.3,3.89E-12,0.473308834,0.62,0.507,1.29E-07,Teffstem,Tcof1
H2-K1.4,6.58E-75,0.471725398,0.999,0.997,2.18E-70,Teffstem,H2-K1
H2-Q7.4,3.76E-39,0.471599813,0.977,0.947,1.25E-34,Teffstem,H2-Q7
Bcl9l.5,6.32E-07,0.471539438,0.272,0.194,0.020934699,Teffstem,Bcl9l
Mcl1.4,5.87E-23,0.470411068,0.827,0.713,1.94E-18,Teffstem,Mcl1
Ube2h.4,7.51E-11,0.469056176,0.486,0.374,2.49E-06,Teffstem,Ube2h
Arhgap30.5,1.60E-13,0.469034551,0.671,0.587,5.30E-09,Teffstem,Arhgap30
Zcchc7.4,9.27E-10,0.465848111,0.496,0.393,3.07E-05,Teffstem,Zcchc7
Ccdc88c.5,5.19E-09,0.463511367,0.408,0.304,0.000172103,Teffstem,Ccdc88c
Rpl38.5,1.30E-29,0.461928269,0.984,0.981,4.30E-25,Teffstem,Rpl38
Arl4c.5,3.50E-21,0.460741201,0.725,0.545,1.16E-16,Teffstem,Arl4c
Rps21.5,9.68E-30,0.458051711,0.983,0.986,3.21E-25,Teffstem,Rps21
Tmbim6.4,3.19E-21,0.457380063,0.916,0.83,1.06E-16,Teffstem,Tmbim6
Rex1bd.5,7.50E-11,0.457273483,0.421,0.298,2.49E-06,Teffstem,Rex1bd
Psme1.3,2.08E-43,0.457080721,0.976,0.944,6.91E-39,Teffstem,Psme1
Rnaset2b.4,5.98E-15,0.456739192,0.592,0.448,1.98E-10,Teffstem,Rnaset2b
Ppa1.4,4.04E-10,0.455893632,0.545,0.428,1.34E-05,Teffstem,Ppa1
Taf7.3,1.15E-08,0.45549454,0.372,0.276,0.000381241,Teffstem,Taf7
Pitpnc1.5,1.27E-10,0.450432703,0.496,0.385,4.21E-06,Teffstem,Pitpnc1
H2-M3.4,7.55E-09,0.448430082,0.418,0.318,0.000250109,Teffstem,H2-M3
Selenok.5,6.79E-16,0.448143487,0.621,0.446,2.25E-11,Teffstem,Selenok
Tmem50a.4,1.71E-26,0.4478442,0.899,0.795,5.66E-22,Teffstem,Tmem50a
mt-Atp6.3,6.16E-13,0.446962855,0.996,0.995,2.04E-08,Teffstem,mt-Atp6
Rgs10.5,4.40E-20,0.446892332,0.755,0.595,1.46E-15,Teffstem,Rgs10
Spata13.3,6.38E-07,0.446340103,0.425,0.348,0.021125866,Teffstem,Spata13
Cd96.4,1.29E-10,0.444274614,0.561,0.446,4.27E-06,Teffstem,Cd96
Cflar.1,1.41E-07,0.443273856,0.439,0.35,0.004679783,Teffstem,Cflar
Chd2.4,1.15E-11,0.443012866,0.532,0.415,3.81E-07,Teffstem,Chd2
Fau.5,4.21E-25,0.443001951,0.857,0.676,1.39E-20,Teffstem,Fau
Jmjd1c.5,1.30E-07,0.43692535,0.409,0.318,0.004321873,Teffstem,Jmjd1c
Ankrd17.4,3.73E-07,0.435256734,0.444,0.37,0.012358701,Teffstem,Ankrd17
Rpl27.5,8.42E-25,0.434429841,0.866,0.702,2.79E-20,Teffstem,Rpl27
Gm17018.5,1.31E-07,0.434125963,0.36,0.27,0.004340928,Teffstem,Gm17018
Msn.4,8.65E-29,0.431468309,0.935,0.872,2.87E-24,Teffstem,Msn
mt-Co3.5,7.01E-20,0.428816337,1,0.999,2.32E-15,Teffstem,mt-Co3
Arhgap4.5,4.82E-07,0.427661323,0.393,0.307,0.015972403,Teffstem,Arhgap4
Aes.5,3.94E-07,0.427377948,0.52,0.464,0.013068622,Teffstem,Aes
Asap1.5,2.15E-07,0.425035851,0.392,0.3,0.007112327,Teffstem,Asap1
Arhgap15.5,2.11E-16,0.424426856,0.699,0.561,7.00E-12,Teffstem,Arhgap15
Satb1.5,4.06E-14,0.42200378,0.656,0.513,1.34E-09,Teffstem,Satb1
Idnk.3,3.92E-09,0.421367028,0.589,0.504,0.000129936,Teffstem,Idnk
Jpt1.5,1.41E-17,0.419670345,0.736,0.54,4.66E-13,Teffstem,Jpt1
Ctsw.5,1.07E-20,0.419201192,0.888,0.798,3.54E-16,Teffstem,Ctsw
Slamf6.5,2.62E-10,0.417572991,0.517,0.399,8.70E-06,Teffstem,Slamf6
Btg2.3,1.16E-10,0.415367289,0.654,0.565,3.84E-06,Teffstem,Btg2
Asxl2.5,7.48E-07,0.413609364,0.35,0.269,0.024798532,Teffstem,Asxl2
Trip12.3,1.88E-07,0.413601793,0.448,0.362,0.006221153,Teffstem,Trip12
Mcrip1.5,6.15E-08,0.412409707,0.399,0.298,0.002037764,Teffstem,Mcrip1
Pdcd4.5,1.93E-16,0.410355983,0.733,0.584,6.38E-12,Teffstem,Pdcd4
mt-Co2.4,1.01E-18,0.410002738,1,0.999,3.36E-14,Teffstem,mt-Co2
Fam241a.5,4.63E-09,0.409122476,0.429,0.319,0.000153549,Teffstem,Fam241a
Sem1.5,6.32E-20,0.408942594,0.793,0.578,2.09E-15,Teffstem,Sem1
Trir.5,2.16E-16,0.408359544,0.646,0.468,7.15E-12,Teffstem,Trir
Tbrg1.3,1.32E-12,0.404323762,0.67,0.568,4.38E-08,Teffstem,Tbrg1
Foxp1.5,1.15E-18,0.403692591,0.767,0.617,3.81E-14,Teffstem,Foxp1
Scml4.4,2.08E-07,0.403557017,0.356,0.264,0.006904722,Teffstem,Scml4
Ptprc.3,4.48E-32,0.401773613,0.971,0.916,1.48E-27,Teffstem,Ptprc
Crlf3.4,1.54E-12,0.401630332,0.659,0.553,5.09E-08,Teffstem,Crlf3
Pdlim2.5,7.60E-07,0.40088858,0.484,0.406,0.02516795,Teffstem,Pdlim2
Gm2682.5,1.62E-12,0.40060897,0.561,0.42,5.38E-08,Teffstem,Gm2682
mt-Co1.4,1.90E-50,0.400210241,1,0.999,6.30E-46,Teffstem,mt-Co1
Rtraf.5,9.62E-17,0.400063533,0.684,0.502,3.19E-12,Teffstem,Rtraf
Dusp1.5,1.05E-10,0.398070863,0.633,0.534,3.47E-06,Teffstem,Dusp1
Cntrl.5,3.24E-07,0.397384132,0.523,0.442,0.010751771,Teffstem,Cntrl
Arid4b.4,6.14E-08,0.396546999,0.497,0.405,0.002034585,Teffstem,Arid4b
Itm2b.5,8.79E-36,0.395694101,0.986,0.971,2.91E-31,Teffstem,Itm2b
Stk17b.4,6.31E-24,0.391633229,0.927,0.829,2.09E-19,Teffstem,Stk17b
Selenos.5,6.67E-08,0.391112005,0.383,0.283,0.002211671,Teffstem,Selenos
Slc44a2.5,2.07E-09,0.391034116,0.536,0.428,6.86E-05,Teffstem,Slc44a2
Selenot.5,3.88E-07,0.390141155,0.388,0.296,0.012867775,Teffstem,Selenot
Zfp36l2.5,9.47E-16,0.389654517,0.829,0.726,3.14E-11,Teffstem,Zfp36l2
Tmem71.4,1.72E-07,0.388341855,0.382,0.289,0.005708159,Teffstem,Tmem71
Frat2.5,5.80E-07,0.38792238,0.269,0.191,0.019202905,Teffstem,Frat2
Gm26740.4,2.64E-08,0.385097268,0.418,0.314,0.000874669,Teffstem,Gm26740
Cd37.5,2.81E-16,0.384691006,0.813,0.693,9.30E-12,Teffstem,Cd37
Cd2.4,7.22E-17,0.382776144,0.901,0.856,2.39E-12,Teffstem,Cd2
Ripor2.5,1.95E-13,0.382460674,0.614,0.465,6.47E-09,Teffstem,Ripor2
Rplp1.4,2.17E-34,0.381595929,1,1,7.20E-30,Teffstem,Rplp1
Pik3ip1.5,6.51E-08,0.381089434,0.392,0.289,0.002157451,Teffstem,Pik3ip1
Itm2c.5,3.01E-07,0.379297172,0.499,0.424,0.009982639,Teffstem,Itm2c
H2-D1.4,5.14E-46,0.378517935,1,0.999,1.70E-41,Teffstem,H2-D1
Fam169b.5,1.22E-09,0.37836059,0.474,0.365,4.06E-05,Teffstem,Fam169b
Vps28.5,1.12E-13,0.37734114,0.637,0.474,3.70E-09,Teffstem,Vps28
Myl12b.4,1.04E-28,0.376306863,0.954,0.909,3.43E-24,Teffstem,Myl12b
Grk2.4,1.44E-10,0.373475023,0.54,0.42,4.77E-06,Teffstem,Grk2
Cd8b1.5,1.79E-26,0.369815156,0.994,0.98,5.94E-22,Teffstem,Cd8b1
Il2rg.5,1.25E-14,0.369712327,0.914,0.811,4.13E-10,Teffstem,Il2rg
Bin2.5,2.87E-13,0.365307208,0.738,0.618,9.52E-09,Teffstem,Bin2
Zdhhc18.4,6.01E-07,0.363154155,0.507,0.42,0.019903542,Teffstem,Zdhhc18
Rpl6.4,3.72E-20,0.362122858,0.955,0.934,1.23E-15,Teffstem,Rpl6
Wipf1.3,1.18E-07,0.361739921,0.611,0.535,0.003901806,Teffstem,Wipf1
Sesn3.5,4.46E-07,0.361522264,0.445,0.355,0.014762251,Teffstem,Sesn3
Anxa11.5,2.72E-07,0.360536818,0.445,0.355,0.009011587,Teffstem,Anxa11
Akap13.5,2.60E-15,0.360504807,0.863,0.787,8.63E-11,Teffstem,Akap13
Pde7a.4,3.35E-08,0.360178549,0.523,0.417,0.001110437,Teffstem,Pde7a
Rpl15.5,2.70E-17,0.359836426,0.945,0.901,8.96E-13,Teffstem,Rpl15
Ythdc1.4,5.14E-07,0.358556206,0.565,0.491,0.017040817,Teffstem,Ythdc1
Lnpep.5,8.32E-07,0.355231877,0.464,0.37,0.027566637,Teffstem,Lnpep
Ikbke.5,3.13E-07,0.354182877,0.297,0.212,0.010381518,Teffstem,Ikbke
Atf7ip.5,8.91E-08,0.352565969,0.473,0.375,0.002952984,Teffstem,Atf7ip
Rinl.4,2.76E-14,0.351118135,0.767,0.646,9.13E-10,Teffstem,Rinl
Rpl9.4,1.58E-14,0.350853969,0.944,0.899,5.23E-10,Teffstem,Rpl9
Rpl39.5,5.25E-27,0.349383697,1,1,1.74E-22,Teffstem,Rpl39
Atp5k.4,1.38E-10,0.3493304,0.641,0.554,4.57E-06,Teffstem,Atp5k
Laptm5.5,2.20E-21,0.345807217,0.971,0.932,7.29E-17,Teffstem,Laptm5
Itgb7.4,3.89E-16,0.345421986,0.746,0.584,1.29E-11,Teffstem,Itgb7
Saraf.4,1.78E-23,0.344759221,0.919,0.856,5.91E-19,Teffstem,Saraf
Ankrd11.5,2.94E-12,0.343892319,0.749,0.662,9.73E-08,Teffstem,Ankrd11
Pdlim1.5,4.47E-07,0.343747562,0.484,0.386,0.014817148,Teffstem,Pdlim1
4930523C07Rik.3,1.58E-08,0.341883438,0.702,0.621,0.000525129,Teffstem,4930523C07Rik
Stk4.5,4.11E-09,0.340868515,0.676,0.572,0.000136316,Teffstem,Stk4
Arf4.3,1.43E-07,0.340352927,0.682,0.618,0.004732413,Teffstem,Arf4
Fyn.5,5.46E-09,0.339415496,0.677,0.593,0.000181081,Teffstem,Fyn
Cd27.5,3.18E-12,0.338721893,0.787,0.716,1.05E-07,Teffstem,Cd27
Mark2.4,1.29E-06,0.33862357,0.493,0.413,0.042780416,Teffstem,Mark2
Gstp3.5,5.83E-08,0.336328062,0.445,0.34,0.001933324,Teffstem,Gstp3
Cd52.3,2.79E-36,0.333965668,0.997,0.999,9.25E-32,Teffstem,Cd52
Cmah.5,5.16E-07,0.330789927,0.421,0.326,0.017089011,Teffstem,Cmah
Skap1.4,1.06E-17,0.328953982,0.899,0.819,3.50E-13,Teffstem,Skap1
Rpl10.5,9.69E-13,0.325864592,0.902,0.783,3.21E-08,Teffstem,Rpl10
Actr2.3,3.30E-10,0.325856201,0.762,0.679,1.09E-05,Teffstem,Actr2
Chd3.4,5.52E-09,0.325412734,0.618,0.519,0.000183028,Teffstem,Chd3
Rhoh.3,2.13E-09,0.325409974,0.729,0.684,7.04E-05,Teffstem,Rhoh
Sash3.5,4.81E-07,0.323556842,0.62,0.542,0.015927049,Teffstem,Sash3
Tcf7.4,5.29E-14,0.321214747,0.793,0.604,1.75E-09,Teffstem,Tcf7
Dnajc7.3,3.69E-08,0.320664973,0.611,0.524,0.001222438,Teffstem,Dnajc7
Tsc22d4.5,3.33E-08,0.317409525,0.686,0.609,0.00110206,Teffstem,Tsc22d4
Mrpl30.2,6.07E-09,0.314189777,0.803,0.75,0.000200988,Teffstem,Mrpl30
Dgka.4,6.50E-10,0.312476155,0.695,0.568,2.15E-05,Teffstem,Dgka
Klk8.4,1.25E-08,0.311955569,0.686,0.624,0.000415553,Teffstem,Klk8
Elf1.5,1.48E-09,0.311270544,0.758,0.683,4.92E-05,Teffstem,Elf1
Ankrd44.5,1.63E-07,0.310408762,0.656,0.575,0.005386711,Teffstem,Ankrd44
Tpt1.5,6.89E-37,0.310230934,1,1,2.28E-32,Teffstem,Tpt1
Ubc.3,1.13E-14,0.30911632,0.954,0.898,3.75E-10,Teffstem,Ubc
Elob.5,1.13E-13,0.307630603,0.785,0.586,3.75E-09,Teffstem,Elob
Txnip.4,7.98E-12,0.303169419,0.647,0.515,2.64E-07,Teffstem,Txnip
Gimap6.5,1.71E-10,0.302810813,0.859,0.77,5.66E-06,Teffstem,Gimap6
Tpst2.3,8.60E-07,0.300009763,0.659,0.587,0.028508519,Teffstem,Tpst2
Ptpn18.5,5.64E-28,0.298930424,0.988,0.972,1.87E-23,Teffstem,Ptpn18
Npc2.4,5.12E-11,0.296447942,0.934,0.9,1.70E-06,Teffstem,Npc2
Selenof.4,3.59E-08,0.294599148,0.622,0.478,0.001189099,Teffstem,Selenof
