,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TXLNG,1.34E-44,1.056224402,0.263,0.072,7.43E-40,8,TXLNG
FUBP1,1.69E-75,1.056143518,0.549,0.173,9.39E-71,8,FUBP1
HAUS3,1.89E-54,1.056071985,0.226,0.049,1.05E-49,8,HAUS3
HDAC8,1.41E-89,1.055652371,0.288,0.052,7.83E-85,8,HDAC8
DRG1,4.90E-90,1.055525171,0.479,0.124,2.72E-85,8,DRG1
ELP6,1.86E-92,1.055502141,0.411,0.094,1.03E-87,8,ELP6
FOXO1,2.54E-60,1.055490222,0.273,0.063,1.41E-55,8,FOXO1
MRPS7,3.44E-73,1.05538062,0.607,0.217,1.91E-68,8,MRPS7
NMT1,5.85E-77,1.055282131,0.474,0.132,3.25E-72,8,NMT1
ABRACL1,4.09E-66,1.054738549,0.737,0.315,2.27E-61,8,ABRACL
PHF21A,6.86E-28,1.053188351,0.195,0.059,3.81E-23,8,PHF21A
ATP6V1H,2.48E-55,1.05196761,0.298,0.077,1.38E-50,8,ATP6V1H
CRLF3,6.51E-67,1.051923112,0.316,0.074,3.62E-62,8,CRLF3
CDKN2AIPNL,9.14E-80,1.05110476,0.386,0.094,5.08E-75,8,CDKN2AIPNL
VARS2,5.45E-59,1.050978895,0.223,0.046,3.03E-54,8,VARS2
PIGS,2.36E-60,1.050885431,0.238,0.05,1.31E-55,8,PIGS
POLE4,1.10E-73,1.050781129,0.554,0.177,6.11E-69,8,POLE4
NDUFB3,2.07E-66,1.049477881,0.784,0.376,1.15E-61,8,NDUFB3
VMA21,1.83E-98,1.049406706,0.536,0.141,1.01E-93,8,VMA21
ZNF431,3.26E-39,1.049403898,0.208,0.054,1.81E-34,8,ZNF431
KIAA0100,1.50E-48,1.049400525,0.195,0.042,8.34E-44,8,KIAA0100
DYNC1H11,1.64E-81,1.049134609,0.516,0.15,9.09E-77,8,DYNC1H1
NECAP21,6.04E-65,1.049094104,0.376,0.103,3.35E-60,8,NECAP2
SF3A1,1.15E-75,1.04896153,0.461,0.134,6.36E-71,8,SF3A1
LSM31,7.24E-62,1.048083685,0.825,0.435,4.02E-57,8,LSM3
LRBA,5.36E-41,1.047787599,0.273,0.08,2.97E-36,8,LRBA
IK,3.05E-81,1.047756896,0.657,0.226,1.69E-76,8,IK
PHAX,2.87E-82,1.047036689,0.504,0.143,1.59E-77,8,PHAX
ITPR3,1.29E-31,1.046796243,0.201,0.058,7.14E-27,8,ITPR3
C12orf43,1.42E-52,1.046354746,0.238,0.055,7.90E-48,8,C12orf43
AC245014.32,2.07E-18,1.045904102,0.273,0.125,1.15E-13,8,AC245014.3
GID81,2.83E-77,1.045388791,0.554,0.173,1.57E-72,8,GID8
NOP56,4.54E-65,1.04529623,0.614,0.226,2.52E-60,8,NOP56
XPO6,1.70E-48,1.044863466,0.19,0.04,9.44E-44,8,XPO6
COX16,1.38E-51,1.044523997,0.466,0.175,7.69E-47,8,COX16
STK241,4.16E-91,1.044219058,0.361,0.075,2.31E-86,8,STK24
SP2,1.92E-43,1.043747867,0.213,0.052,1.07E-38,8,SP2
DEGS1,1.11E-48,1.043481174,0.489,0.183,6.17E-44,8,DEGS1
RNF6,1.43E-52,1.043347868,0.278,0.071,7.95E-48,8,RNF6
DDX27,1.35E-78,1.043027416,0.489,0.139,7.50E-74,8,DDX27
VAMP1,1.77E-47,1.042861929,0.211,0.048,9.84E-43,8,VAMP1
ARHGAP251,7.89E-53,1.042858369,0.343,0.1,4.38E-48,8,ARHGAP25
CSRP1,1.49E-67,1.04280996,0.461,0.141,8.29E-63,8,CSRP1
ERG282,8.97E-37,1.041988668,0.291,0.097,4.98E-32,8,ERG28
GIT21,1.87E-49,1.041872858,0.311,0.09,1.04E-44,8,GIT2
ASAP1,1.03E-36,1.041566677,0.226,0.064,5.74E-32,8,ASAP1
VPS4B,1.88E-86,1.041508999,0.456,0.118,1.04E-81,8,VPS4B
TDP2,3.99E-64,1.041466129,0.298,0.069,2.22E-59,8,TDP2
NDUFV2,2.58E-68,1.041420649,0.867,0.476,1.43E-63,8,NDUFV2
HMCES1,1.51E-41,1.041134569,0.602,0.285,8.36E-37,8,HMCES
RAD1,2.07E-74,1.041014183,0.303,0.065,1.15E-69,8,RAD1
EIF3C,2.37E-34,1.040018543,0.18,0.047,1.31E-29,8,EIF3C
DRG2,6.83E-75,1.039795371,0.336,0.077,3.79E-70,8,DRG2
ERVK3-1,9.51E-30,1.038863481,0.18,0.051,5.28E-25,8,ERVK3-1
AAGAB,1.35E-61,1.038793443,0.271,0.061,7.52E-57,8,AAGAB
NSL1,1.45E-88,1.038005885,0.401,0.092,8.03E-84,8,NSL1
PRKAB1,1.29E-47,1.037797448,0.185,0.039,7.17E-43,8,PRKAB1
RUFY1,2.29E-46,1.035943386,0.233,0.058,1.27E-41,8,RUFY1
TRMU,1.45E-66,1.035799282,0.248,0.05,8.07E-62,8,TRMU
GTF3C1,5.62E-49,1.035391172,0.203,0.045,3.12E-44,8,GTF3C1
ALKBH2,4.41E-44,1.034979118,0.218,0.053,2.45E-39,8,ALKBH2
SMG6,5.25E-34,1.033625845,0.183,0.048,2.91E-29,8,SMG6
FAM32A,6.74E-78,1.033438901,0.511,0.153,3.74E-73,8,FAM32A
SFT2D2,1.10E-77,1.033207969,0.291,0.059,6.10E-73,8,SFT2D2
G3BP1,9.51E-91,1.033180302,0.609,0.187,5.28E-86,8,G3BP1
MRPL17,3.51E-72,1.032042753,0.439,0.124,1.95E-67,8,MRPL17
TUT43,1.94E-34,1.031984972,0.328,0.12,1.08E-29,8,TUT4
PAWR,4.51E-45,1.031577194,0.218,0.053,2.50E-40,8,PAWR
KLHL7,4.49E-53,1.031553216,0.208,0.044,2.49E-48,8,KLHL7
UBE2I,2.62E-60,1.031254079,0.777,0.395,1.46E-55,8,UBE2I
SHOC21,1.33E-66,1.030861353,0.441,0.131,7.40E-62,8,SHOC2
SREK1,2.79E-75,1.030788029,0.599,0.199,1.55E-70,8,SREK1
DPP9,2.63E-71,1.030632158,0.311,0.071,1.46E-66,8,DPP9
MAN2B11,2.66E-30,1.030106924,0.353,0.146,1.47E-25,8,MAN2B1
SMC5,1.30E-66,1.029604342,0.358,0.093,7.20E-62,8,SMC5
SNX11,4.54E-52,1.029441092,0.178,0.034,2.52E-47,8,SNX11
EDC3,2.78E-43,1.028787857,0.158,0.032,1.54E-38,8,EDC3
SPIDR,6.69E-30,1.028666267,0.17,0.046,3.72E-25,8,SPIDR
SLFN13,6.13E-43,1.028396523,0.211,0.052,3.40E-38,8,SLFN13
SIPA1L1,7.12E-44,1.028365706,0.221,0.054,3.95E-39,8,SIPA1L1
RBM8A,7.83E-63,1.028022547,0.84,0.427,4.35E-58,8,RBM8A
MPDU1,6.82E-94,1.02723559,0.474,0.118,3.79E-89,8,MPDU1
CDC42EP31,4.60E-38,1.027036472,0.296,0.095,2.55E-33,8,CDC42EP3
PPP1R12A1,1.20E-72,1.025862493,0.524,0.163,6.68E-68,8,PPP1R12A
TRAPPC4,1.10E-89,1.025660405,0.491,0.128,6.10E-85,8,TRAPPC4
ACD,2.99E-71,1.025590852,0.348,0.085,1.66E-66,8,ACD
BTK1,2.94E-85,1.025590134,0.541,0.158,1.63E-80,8,BTK
MRPS26,2.14E-80,1.025196432,0.549,0.171,1.19E-75,8,MRPS26
MAT2A1,1.98E-65,1.025196412,0.464,0.142,1.10E-60,8,MAT2A
FBXO34,1.32E-19,1.025167216,0.155,0.051,7.35E-15,8,FBXO34
MALSU1,4.31E-73,1.02475189,0.479,0.141,2.39E-68,8,MALSU1
SMU1,8.34E-72,1.02454379,0.376,0.097,4.63E-67,8,SMU1
PANK3,7.57E-56,1.023849042,0.19,0.036,4.20E-51,8,PANK3
CPSF7,4.04E-73,1.023065968,0.361,0.089,2.24E-68,8,CPSF7
TLK2,5.01E-44,1.02299851,0.271,0.076,2.78E-39,8,TLK2
NCOA4,7.24E-77,1.022959127,0.464,0.129,4.02E-72,8,NCOA4
ARL5A,1.69E-61,1.022915023,0.586,0.23,9.37E-57,8,ARL5A
RIC8A,1.96E-82,1.022698483,0.451,0.12,1.09E-77,8,RIC8A
NUP107,7.09E-97,1.02228253,0.358,0.072,3.93E-92,8,NUP107
CTNNBL11,2.81E-63,1.021697393,0.338,0.087,1.56E-58,8,CTNNBL1
RPUSD3,1.35E-56,1.021387825,0.333,0.091,7.51E-52,8,RPUSD3
LSM21,1.01E-73,1.021211012,0.702,0.273,5.63E-69,8,LSM2
PMS1,1.53E-36,1.020847758,0.251,0.076,8.49E-32,8,PMS1
AP2A1,1.59E-80,1.020653836,0.383,0.092,8.84E-76,8,AP2A1
HNRNPUL2,3.00E-64,1.02057728,0.288,0.065,1.67E-59,8,HNRNPUL2
SERBP1,3.27E-58,1.020382518,0.87,0.508,1.81E-53,8,SERBP1
PRPF38A,1.49E-102,1.019419937,0.564,0.147,8.25E-98,8,PRPF38A
EPB41L2,3.00E-35,1.019230811,0.19,0.05,1.67E-30,8,EPB41L2
SH3GL1,5.68E-39,1.019058133,0.201,0.051,3.15E-34,8,SH3GL1
CNST,3.50E-30,1.018788829,0.183,0.052,1.95E-25,8,CNST
SMIM121,1.52E-70,1.018690911,0.424,0.117,8.45E-66,8,SMIM12
NUP88,1.81E-70,1.018483401,0.263,0.053,1.01E-65,8,NUP88
PFKL,8.30E-84,1.017940641,0.574,0.179,4.61E-79,8,PFKL
MAP3K7,2.66E-64,1.0175607,0.286,0.065,1.48E-59,8,MAP3K7
YARS2,3.39E-47,1.017507622,0.218,0.051,1.88E-42,8,YARS2
BRAP,1.01E-45,1.017288958,0.206,0.047,5.61E-41,8,BRAP
PRR34-AS1,1.72E-11,1.017215737,0.158,0.068,9.57E-07,8,PRR34-AS1
PRDX6,3.30E-58,1.01719579,0.817,0.428,1.83E-53,8,PRDX6
IAH1,6.73E-71,1.017166923,0.541,0.176,3.74E-66,8,IAH1
UQCC2,1.80E-77,1.017149192,0.692,0.254,1.00E-72,8,UQCC2
BICD2,9.46E-50,1.016783656,0.203,0.044,5.25E-45,8,BICD2
IDH3A,5.02E-55,1.01622208,0.366,0.107,2.79E-50,8,IDH3A
POGZ,9.39E-48,1.015784737,0.424,0.147,5.21E-43,8,POGZ
BCS1L,9.75E-40,1.015763223,0.18,0.042,5.41E-35,8,BCS1L
PSMD3,1.79E-70,1.015722067,0.599,0.215,9.95E-66,8,PSMD3
H2AFJ1,3.24E-77,1.015402632,0.576,0.189,1.80E-72,8,H2AFJ
STIM2,1.54E-59,1.015361491,0.396,0.118,8.54E-55,8,STIM2
AC004687.11,6.66E-22,1.015270083,0.17,0.056,3.70E-17,8,AC004687.1
PEF1,3.28E-61,1.014543411,0.371,0.104,1.82E-56,8,PEF1
NUP98,1.21E-58,1.013946032,0.336,0.092,6.73E-54,8,NUP98
CMTM6,1.66E-72,1.013492969,0.639,0.229,9.21E-68,8,CMTM6
CAPZA1,1.84E-70,1.012872229,0.772,0.33,1.02E-65,8,CAPZA1
THAP4,4.85E-38,1.011812608,0.281,0.088,2.70E-33,8,THAP4
IFNG-AS12,7.08E-34,1.011731578,0.298,0.106,3.93E-29,8,IFNG-AS1
ACO2,2.21E-59,1.011036586,0.622,0.251,1.22E-54,8,ACO2
AMDHD2,2.09E-56,1.009982519,0.258,0.06,1.16E-51,8,AMDHD2
HNRNPK,2.22E-62,1.009619851,0.887,0.541,1.23E-57,8,HNRNPK
HDAC3,3.19E-65,1.009576021,0.406,0.117,1.77E-60,8,HDAC3
PPP2CA,5.26E-68,1.009517565,0.697,0.281,2.92E-63,8,PPP2CA
ACAA21,6.86E-64,1.009477096,0.441,0.132,3.81E-59,8,ACAA2
ECHDC1,1.04E-90,1.00901337,0.501,0.132,5.78E-86,8,ECHDC1
PAN3,5.10E-31,1.008584178,0.276,0.094,2.83E-26,8,PAN3
ZDHHC21,1.11E-31,1.007544589,0.221,0.067,6.15E-27,8,ZDHHC21
ZCCHC17,9.18E-91,1.006831178,0.481,0.124,5.10E-86,8,ZCCHC17
PUM3,6.83E-64,1.006554762,0.313,0.077,3.79E-59,8,PUM3
CLIC1,1.22E-61,1.006330369,0.897,0.647,6.76E-57,8,CLIC1
FLII,5.85E-80,1.006180045,0.449,0.121,3.25E-75,8,FLII
SNUPN,3.46E-51,1.005628743,0.256,0.063,1.92E-46,8,SNUPN
CD86,6.17E-53,1.005547412,0.233,0.053,3.42E-48,8,CD86
APTX,4.33E-56,1.00532392,0.311,0.082,2.40E-51,8,APTX
CABIN1,8.25E-64,1.005322604,0.286,0.066,4.58E-59,8,CABIN1
PPIE,9.04E-90,1.004899577,0.491,0.13,5.02E-85,8,PPIE
CLUH,2.85E-51,1.004855243,0.173,0.033,1.58E-46,8,CLUH
PWP1,5.00E-73,1.004667731,0.506,0.155,2.77E-68,8,PWP1
SETD2,2.73E-40,1.004509086,0.306,0.098,1.51E-35,8,SETD2
RTCB,1.49E-73,1.00386352,0.446,0.125,8.29E-69,8,RTCB
MDC1,3.60E-46,1.003765949,0.185,0.04,2.00E-41,8,MDC1
TIMM17A,1.23E-67,1.003753539,0.644,0.249,6.82E-63,8,TIMM17A
SLC5A6,3.55E-57,1.003698015,0.18,0.032,1.97E-52,8,SLC5A6
NHP2,1.45E-65,1.002624491,0.752,0.333,8.08E-61,8,NHP2
EIF4G3,5.05E-74,1.002508136,0.291,0.061,2.80E-69,8,EIF4G3
CDC5L,2.42E-92,1.00248414,0.489,0.126,1.35E-87,8,CDC5L
TCEA1,2.05E-52,1.00246642,0.867,0.51,1.14E-47,8,TCEA1
KIF5B,5.97E-80,1.002204426,0.654,0.232,3.31E-75,8,KIF5B
CDK9,3.35E-60,1.001505007,0.283,0.067,1.86E-55,8,CDK9
MKNK2,1.22E-67,1.001272756,0.521,0.171,6.80E-63,8,MKNK2
CD180,7.34E-51,1.001130159,0.336,0.098,4.08E-46,8,CD180
HMGCL,7.69E-36,1.000745499,0.208,0.056,4.27E-31,8,HMGCL
C6orf136,2.55E-54,0.999796043,0.211,0.044,1.41E-49,8,C6orf136
PPP1R12C,6.26E-38,0.999666605,0.16,0.036,3.47E-33,8,PPP1R12C
PSMD10,2.56E-62,0.998719172,0.391,0.111,1.42E-57,8,PSMD10
NDUFAF7,9.22E-35,0.998575301,0.15,0.034,5.12E-30,8,NDUFAF7
MDH2,7.75E-53,0.998502372,0.742,0.382,4.30E-48,8,MDH2
IFT52,6.30E-59,0.998144549,0.293,0.072,3.50E-54,8,IFT52
MRPS35,4.17E-83,0.997352499,0.421,0.105,2.31E-78,8,MRPS35
TNPO1,6.26E-71,0.997016027,0.421,0.115,3.47E-66,8,TNPO1
UBIAD1,2.25E-51,0.996932644,0.258,0.064,1.25E-46,8,UBIAD1
ATF7,3.07E-43,0.996290648,0.19,0.043,1.70E-38,8,ATF7
ZC3H3,3.08E-42,0.995938841,0.158,0.032,1.71E-37,8,ZC3H3
PSME3,3.12E-89,0.995768228,0.459,0.116,1.73E-84,8,PSME3
LUC7L2,4.15E-75,0.995027686,0.539,0.172,2.30E-70,8,LUC7L2
CDKAL1,2.72E-24,0.994663504,0.203,0.068,1.51E-19,8,CDKAL1
DHX15,6.52E-90,0.99427652,0.459,0.115,3.62E-85,8,DHX15
UCK1,4.52E-54,0.994256554,0.208,0.043,2.51E-49,8,UCK1
NTHL1,1.49E-72,0.994182355,0.331,0.077,8.25E-68,8,NTHL1
PRPF8,2.24E-74,0.994152503,0.526,0.166,1.24E-69,8,PRPF8
RDH11,1.55E-50,0.993049624,0.298,0.082,8.63E-46,8,RDH11
GLOD41,6.76E-61,0.992894642,0.361,0.099,3.75E-56,8,GLOD4
ECPAS,3.10E-39,0.990866531,0.221,0.059,1.72E-34,8,ECPAS
POLR2M,1.64E-56,0.990673776,0.241,0.053,9.12E-52,8,POLR2M
LYPLA1,7.89E-74,0.990544596,0.692,0.263,4.38E-69,8,LYPLA1
PGLS1,3.42E-54,0.990113006,0.586,0.232,1.90E-49,8,PGLS
PPP2R5A,1.12E-61,0.990039066,0.256,0.055,6.24E-57,8,PPP2R5A
SLC2A8,4.29E-31,0.989903848,0.168,0.044,2.38E-26,8,SLC2A8
PGS1,5.63E-44,0.989625681,0.185,0.041,3.12E-39,8,PGS1
COQ9,2.95E-55,0.989421709,0.268,0.065,1.64E-50,8,COQ9
GNPNAT1,3.84E-66,0.98909662,0.258,0.054,2.13E-61,8,GNPNAT1
SUCLA2,6.48E-85,0.988726776,0.401,0.095,3.60E-80,8,SUCLA2
SNX2,1.38E-60,0.988454728,0.489,0.163,7.65E-56,8,SNX2
PDHB,7.96E-74,0.988234433,0.531,0.165,4.42E-69,8,PDHB
LRRC47,6.04E-35,0.987935689,0.301,0.102,3.35E-30,8,LRRC47
CHAC2,3.15E-81,0.987629376,0.336,0.072,1.75E-76,8,CHAC2
BLOC1S1,6.95E-74,0.987232949,0.797,0.329,3.86E-69,8,BLOC1S1
MCAT,4.26E-39,0.987198409,0.165,0.037,2.37E-34,8,MCAT
NAP1L12,1.99E-48,0.986905324,0.875,0.539,1.10E-43,8,NAP1L1
EZR3,4.11E-51,0.986604048,0.857,0.488,2.28E-46,8,EZR
SGSM3,8.42E-22,0.986152668,0.236,0.09,4.68E-17,8,SGSM3
PSMG3,2.11E-62,0.986014676,0.424,0.125,1.17E-57,8,PSMG3
STIP1,2.00E-80,0.985869371,0.491,0.139,1.11E-75,8,STIP1
RAB3GAP2,6.08E-64,0.985787581,0.298,0.07,3.37E-59,8,RAB3GAP2
NAPG,1.83E-53,0.98568594,0.356,0.104,1.01E-48,8,NAPG
POLR2A1,1.47E-75,0.985531922,0.474,0.137,8.17E-71,8,POLR2A
PDCD10,2.43E-75,0.985196918,0.491,0.144,1.35E-70,8,PDCD10
CCNK1,1.65E-59,0.985020494,0.376,0.109,9.15E-55,8,CCNK
ISY1,2.71E-52,0.98487839,0.281,0.072,1.50E-47,8,ISY1
CTR9,7.56E-48,0.984778439,0.341,0.104,4.20E-43,8,CTR9
CBL,5.36E-43,0.984590573,0.201,0.047,2.98E-38,8,CBL
KLHL12,2.99E-50,0.984557951,0.175,0.034,1.66E-45,8,KLHL12
PABPN1,1.36E-84,0.984540198,0.627,0.208,7.57E-80,8,PABPN1
EMC1,2.35E-61,0.983100364,0.216,0.042,1.31E-56,8,EMC1
PPM1B1,2.17E-74,0.982855369,0.441,0.121,1.20E-69,8,PPM1B
R3HDM1,1.40E-82,0.982686886,0.371,0.085,7.76E-78,8,R3HDM1
MPRIP,5.81E-61,0.98233856,0.268,0.06,3.22E-56,8,MPRIP
CSNK2A2,2.61E-69,0.982331039,0.271,0.056,1.45E-64,8,CSNK2A2
FCMR1,3.18E-50,0.982323216,0.296,0.081,1.76E-45,8,FCMR
AC243960.12,1.18E-19,0.981462485,0.241,0.098,6.55E-15,8,AC243960.1
SMARCAD1,2.20E-35,0.981372263,0.18,0.045,1.22E-30,8,SMARCAD1
PNN,2.19E-55,0.981169942,0.682,0.299,1.21E-50,8,PNN
NBPF141,2.42E-19,0.980898113,0.221,0.088,1.34E-14,8,NBPF14
TEFM,2.01E-35,0.980778284,0.178,0.044,1.11E-30,8,TEFM
BTN2A1,3.52E-52,0.980441571,0.211,0.045,1.96E-47,8,BTN2A1
TYW3,1.47E-59,0.97998165,0.401,0.119,8.15E-55,8,TYW3
PACSIN2,1.19E-56,0.979841997,0.221,0.046,6.61E-52,8,PACSIN2
DVL2,4.21E-37,0.979688411,0.175,0.042,2.33E-32,8,DVL2
CUL2,4.05E-51,0.979650188,0.233,0.054,2.25E-46,8,CUL2
MIF1,1.87E-28,0.979391925,0.862,0.685,1.04E-23,8,MIF
PPP4R2,1.30E-83,0.979325765,0.486,0.134,7.22E-79,8,PPP4R2
SRSF11,4.23E-62,0.978681343,0.767,0.357,2.35E-57,8,SRSF11
KDM6A,3.76E-38,0.978493972,0.263,0.079,2.09E-33,8,KDM6A
ETF1,2.10E-75,0.978134866,0.506,0.153,1.17E-70,8,ETF1
TAF6,5.48E-73,0.978088689,0.333,0.077,3.04E-68,8,TAF6
SEC24C,1.82E-61,0.977697787,0.293,0.071,1.01E-56,8,SEC24C
HCLS1,5.03E-60,0.977650436,0.769,0.368,2.79E-55,8,HCLS1
RHOA,4.13E-63,0.977468477,0.897,0.588,2.29E-58,8,RHOA
COPS8,3.43E-77,0.976109002,0.486,0.141,1.91E-72,8,COPS8
ANXA6,1.66E-41,0.975563006,0.624,0.314,9.24E-37,8,ANXA6
PPIL1,1.07E-48,0.974832157,0.266,0.069,5.95E-44,8,PPIL1
ARL4C2,6.81E-58,0.974535065,0.298,0.075,3.78E-53,8,ARL4C
ATP1B31,1.46E-77,0.974529719,0.617,0.199,8.11E-73,8,ATP1B3
CPSF2,1.36E-71,0.974494277,0.308,0.068,7.58E-67,8,CPSF2
FARSA,1.98E-58,0.973883379,0.451,0.145,1.10E-53,8,FARSA
CLTA1,3.16E-60,0.973145071,0.744,0.338,1.75E-55,8,CLTA
PHB21,2.44E-59,0.972537038,0.787,0.389,1.36E-54,8,PHB2
PSMD11,7.80E-83,0.972309529,0.624,0.208,4.33E-78,8,PSMD11
SOCS4,1.31E-33,0.971957415,0.16,0.039,7.27E-29,8,SOCS4
NISCH,1.01E-23,0.971425007,0.178,0.056,5.61E-19,8,NISCH
CERS6,3.99E-58,0.9706427,0.163,0.027,2.22E-53,8,CERS6
NAP1L4,1.18E-76,0.97029818,0.672,0.239,6.57E-72,8,NAP1L4
BOD1L1,5.92E-53,0.969816369,0.464,0.163,3.29E-48,8,BOD1L1
TCP1,3.66E-64,0.969330559,0.707,0.297,2.03E-59,8,TCP1
ZNRD1,6.06E-82,0.968776369,0.479,0.13,3.36E-77,8,ZNRD1
PLCG2,1.04E-48,0.968519693,0.594,0.252,5.77E-44,8,PLCG2
KMT2B,4.49E-28,0.968011747,0.185,0.054,2.50E-23,8,KMT2B
CAT,4.18E-56,0.967972931,0.363,0.104,2.32E-51,8,CAT
STRA131,5.73E-21,0.967921149,0.208,0.076,3.18E-16,8,STRA13
TFEB,6.75E-52,0.967829537,0.273,0.069,3.75E-47,8,TFEB
MED25,4.51E-59,0.96686184,0.356,0.099,2.50E-54,8,MED25
SMARCD2,1.59E-89,0.966351143,0.311,0.059,8.82E-85,8,SMARCD2
PEA151,2.40E-35,0.965938191,0.268,0.087,1.33E-30,8,PEA15
OSTF11,1.45E-77,0.965614903,0.591,0.195,8.08E-73,8,OSTF1
PHKG2,4.56E-67,0.964887374,0.376,0.1,2.53E-62,8,PHKG2
EXOSC61,4.98E-72,0.964349098,0.308,0.068,2.76E-67,8,EXOSC6
MRPL511,1.26E-55,0.963730634,0.877,0.54,7.02E-51,8,MRPL51
VPS29,6.57E-64,0.963685595,0.729,0.316,3.65E-59,8,VPS29
GEMIN6,5.20E-79,0.963315552,0.263,0.048,2.88E-74,8,GEMIN6
HYLS1,2.64E-58,0.963191021,0.175,0.03,1.46E-53,8,HYLS1
GTPBP8,2.71E-64,0.963147229,0.298,0.069,1.50E-59,8,GTPBP8
C1orf52,6.39E-89,0.963017443,0.426,0.102,3.55E-84,8,C1orf52
PPHLN1,2.42E-80,0.962697796,0.649,0.216,1.34E-75,8,PPHLN1
CCDC322,1.88E-29,0.962645409,0.356,0.149,1.04E-24,8,CCDC32
UROD,5.44E-51,0.962638491,0.441,0.152,3.02E-46,8,UROD
USP14,3.17E-77,0.962346539,0.504,0.149,1.76E-72,8,USP14
CHCHD1,1.05E-70,0.962344392,0.594,0.209,5.83E-66,8,CHCHD1
PIGX,8.71E-43,0.962207198,0.343,0.112,4.84E-38,8,PIGX
NDUFC1,2.04E-50,0.962171107,0.724,0.372,1.13E-45,8,NDUFC1
RBBP4,7.68E-66,0.962000846,0.81,0.379,4.26E-61,8,RBBP4
PDHX,1.71E-64,0.961827384,0.233,0.046,9.50E-60,8,PDHX
BLOC1S21,1.72E-76,0.961822131,0.494,0.143,9.53E-72,8,BLOC1S2
TMEM251,8.80E-47,0.960912746,0.231,0.056,4.88E-42,8,TMEM251
COX6C,1.16E-63,0.960483278,0.905,0.652,6.44E-59,8,COX6C
STRAP,7.48E-68,0.959806823,0.694,0.281,4.15E-63,8,STRAP
SIVA1,2.47E-56,0.959751251,0.817,0.436,1.37E-51,8,SIVA1
HDAC21,1.23E-77,0.959521914,0.534,0.16,6.84E-73,8,HDAC2
HGS,7.33E-54,0.95849688,0.318,0.088,4.07E-49,8,HGS
ATP10D,1.23E-40,0.958339003,0.256,0.073,6.85E-36,8,ATP10D
RNF41,7.87E-40,0.958102044,0.233,0.064,4.37E-35,8,RNF41
ALDH16A1,3.06E-57,0.958095813,0.454,0.145,1.70E-52,8,ALDH16A1
GUF1,2.82E-42,0.957862143,0.163,0.034,1.57E-37,8,GUF1
BRD4,2.23E-58,0.957770417,0.549,0.199,1.24E-53,8,BRD4
MICU1,1.86E-73,0.95716487,0.331,0.076,1.03E-68,8,MICU1
KDM3B,3.04E-51,0.956608689,0.221,0.049,1.69E-46,8,KDM3B
KPNB1,6.20E-79,0.956318947,0.727,0.277,3.44E-74,8,KPNB1
PSMD91,2.49E-64,0.955798481,0.531,0.184,1.38E-59,8,PSMD9
MCM3AP,6.14E-69,0.955653544,0.306,0.07,3.41E-64,8,MCM3AP
ABCD3,1.81E-46,0.955193,0.183,0.039,1.00E-41,8,ABCD3
NUGGC,3.69E-48,0.95459281,0.393,0.131,2.05E-43,8,NUGGC
MTHFS,1.72E-40,0.954474287,0.263,0.077,9.57E-36,8,MTHFS
TIMM13,9.43E-68,0.954281318,0.702,0.277,5.24E-63,8,TIMM13
NIT1,4.76E-60,0.953751854,0.301,0.074,2.64E-55,8,NIT1
EVL1,1.14E-65,0.953476306,0.459,0.139,6.32E-61,8,EVL
MDM1,9.93E-45,0.953237645,0.183,0.039,5.51E-40,8,MDM1
MBD4,4.61E-49,0.953117139,0.617,0.262,2.56E-44,8,MBD4
PES1,6.72E-67,0.952761798,0.343,0.086,3.73E-62,8,PES1
GTF2A21,6.57E-59,0.952515591,0.722,0.326,3.65E-54,8,GTF2A2
ARHGDIA,9.27E-56,0.952350066,0.777,0.408,5.15E-51,8,ARHGDIA
GEMIN8,1.64E-33,0.95234686,0.193,0.052,9.13E-29,8,GEMIN8
USP34,1.63E-72,0.952243525,0.524,0.163,9.03E-68,8,USP34
PIP5K1A,2.94E-48,0.952141146,0.193,0.041,1.63E-43,8,PIP5K1A
CREB11,2.22E-57,0.952111607,0.368,0.107,1.23E-52,8,CREB1
PTPN11,1.60E-86,0.951809897,0.336,0.07,8.86E-82,8,PTPN11
PREP,2.10E-28,0.951518435,0.163,0.044,1.16E-23,8,PREP
MKL1,2.74E-35,0.951112168,0.165,0.04,1.52E-30,8,MKL1
PTCD3,4.17E-78,0.950742789,0.361,0.084,2.31E-73,8,PTCD3
SLC31A1,2.35E-42,0.950594609,0.201,0.048,1.31E-37,8,SLC31A1
FAM104A,1.90E-58,0.950270141,0.381,0.11,1.06E-53,8,FAM104A
PPAN,1.92E-19,0.9497728,0.153,0.05,1.07E-14,8,PPAN
PSMA7,7.26E-57,0.949674306,0.905,0.585,4.03E-52,8,PSMA7
TSN,5.77E-74,0.949559299,0.466,0.132,3.20E-69,8,TSN
PHF10,1.03E-68,0.949510307,0.248,0.049,5.72E-64,8,PHF10
TIMMDC1,1.30E-69,0.949451224,0.499,0.157,7.24E-65,8,TIMMDC1
NSMCE11,9.76E-58,0.949082794,0.504,0.173,5.42E-53,8,NSMCE1
STK25,9.20E-66,0.94877287,0.331,0.082,5.11E-61,8,STK25
RC3H2,2.08E-37,0.948486419,0.211,0.057,1.15E-32,8,RC3H2
TOB2,1.51E-28,0.948359988,0.185,0.054,8.37E-24,8,TOB2
